TestCaseID,testCase_Name,testCase_State,testCase_startTimestamp,$testCase_stopTimestamp,module_Name,mpa_Patch,mpa_Release,testEnv_Client,testEnv_Server
1,Progress Bar,finished,24.03.2017 04:16:46,24.03.2017 04:19:33,Session Handling,445611,3.14,MPAQSDEVDESK02,MPAQSSNSEXEC2
10000,Create a new text module type,failed,23.03.2017 18:11:05,24.03.2017 14:23:26,Document,445611,3.14,MPAQSDEVDESK01,MPAQSSNSEXEC2
10001,Create a new template type,failed,23.03.2017 18:15:45,24.03.2017 14:30:40,Document,445611,3.14,MPAQSDEVDESK01,MPAQSSNSEXEC2
10003,Generating standard-view for a ward,finished,23.03.2017 18:58:36,23.03.2017 19:04:36,Bed management,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10005,Generating extension-view for a ward, which already has a standard-view,finished,23.03.2017 18:51:12,23.03.2017 18:58:25,Bed management,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10008,Dynamical generation of ward-views in bedmanagement-workarea,finished,23.03.2017 19:34:36,23.03.2017 19:39:41,Bed management,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10027,Edit a reservation,finished,23.03.2017 22:30:23,23.03.2017 22:32:02,Bed reservation,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10030,Edit a reservation and enter data to create a reservation which overlaps with another one,finished,23.03.2017 22:32:09,23.03.2017 22:34:00,Bed reservation,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10031,Edit a reservation and enter data to create a reservation, which overlaps with an existing stay,finished,23.03.2017 22:34:04,23.03.2017 22:35:15,Bed reservation,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10034,Delete a reservation,finished,23.03.2017 22:35:21,23.03.2017 22:36:22,Bed reservation,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10053,Create a new document type group,failed,23.03.2017 18:09:24,24.03.2017 14:21:20,Document,445611,3.14,MPAQSDEVDESK01,MPAQSSNSEXEC2
10061,Create a new document subject,failed,23.03.2017 18:13:14,24.03.2017 14:27:16,Document,445611,3.14,MPAQSDEVDESK01,MPAQSSNSEXEC2
10082,Back to todo list - new navigation bar,finished,24.03.2017 07:59:15,24.03.2017 08:00:34,Workflow,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10083,Back to previous workarea,finished,24.03.2017 08:01:33,24.03.2017 08:03:08,Workflow,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10084,Back to todo list and then back to previous workarea,finished,24.03.2017 08:03:13,24.03.2017 08:05:06,Workflow,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10127,Workflow Wizard - order requested (no predefinition of form),finished,24.03.2017 06:15:10,24.03.2017 06:16:25,Workflow,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10154,Ordering at process start - form selection,finished,24.03.2017 05:21:54,24.03.2017 05:23:32,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10162,Ordering at process start - form selection and order,finished,24.03.2017 05:23:40,24.03.2017 05:25:17,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10163,Ordering at process start - order without form selection,finished,24.03.2017 05:27:17,24.03.2017 05:28:40,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10164,Ordering at process start - order standardized (default profile),finished,24.03.2017 05:44:37,24.03.2017 05:46:00,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10165,Ordering at process start - order profile selection,finished,24.03.2017 05:28:47,24.03.2017 05:30:12,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10166,Order propagation in workflow - main+subprocess,finished,24.03.2017 05:30:18,24.03.2017 05:31:59,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10167,Order propagation in workflow - process programs,finished,24.03.2017 05:32:06,24.03.2017 05:34:42,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10168,Order propagation in workflow - new process by CFT,finished,24.03.2017 05:47:48,24.03.2017 05:49:34,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10178,Ordering at process start - form change in wizard,finished,24.03.2017 05:25:24,24.03.2017 05:27:10,Order,445611,3.14,MPAQSEXECDESK02,MPAQSSNSEXEC2
10204,Delete an address catalog,finished,23.03.2017 18:14:42,23.03.2017 18:15:41,Document,445611,3.14,MPAQSDEVDESK01,MPAQSSNSEXEC2
