TestCaseID,testCase_Name,testCase_State,testCase_startTimestamp,$testCase_stopTimestamp,module_Name,mpa_Patch,mpa_Release,testEnv_Client,testEnv_Server
1,Progress Bar,finished,21.03.2017 06:10:24,21.03.2017 06:13:13,Session Handling,445355,HEAD,MPAQSEXECDESK02,MPAQSSNSEXEC3
10000,Create a new text module type,finished,20.03.2017 20:10:32,20.03.2017 20:11:08,Document,445355,HEAD,MPAQSDEVDESK01,MPAQSSNSEXEC3
10001,Create a new template type,finished,20.03.2017 20:15:15,20.03.2017 20:15:47,Document,445355,HEAD,MPAQSDEVDESK01,MPAQSSNSEXEC3
10003,Generating standard-view for a ward,finished,20.03.2017 20:59:20,20.03.2017 21:05:48,Bed management,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10005,Generating extension-view for a ward, which already has a standard-view,finished,20.03.2017 21:05:51,20.03.2017 21:11:45,Bed management,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10008,Dynamical generation of ward-views in bedmanagement-workarea,finished,20.03.2017 21:39:42,20.03.2017 21:44:22,Bed management,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10027,Edit a reservation,finished,21.03.2017 00:24:19,21.03.2017 00:25:52,Bed reservation,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10030,Edit a reservation and enter data to create a reservation which overlaps with another one,finished,21.03.2017 00:25:57,21.03.2017 00:27:44,Bed reservation,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10031,Edit a reservation and enter data to create a reservation, which overlaps with an existing stay,finished,21.03.2017 00:27:47,21.03.2017 00:28:53,Bed reservation,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10034,Delete a reservation,finished,21.03.2017 00:28:56,21.03.2017 00:29:55,Bed reservation,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10053,Create a new document type group,finished,20.03.2017 20:08:51,20.03.2017 20:09:40,Document,445355,HEAD,MPAQSDEVDESK01,MPAQSSNSEXEC3
10061,Create a new document subject,finished,20.03.2017 20:12:43,20.03.2017 20:13:04,Document,445355,HEAD,MPAQSDEVDESK01,MPAQSSNSEXEC3
10082,Back to todo list - new navigation bar,finished,21.03.2017 08:43:05,21.03.2017 08:44:24,Workflow,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10083,Back to previous workarea,finished,21.03.2017 08:45:17,21.03.2017 08:46:46,Workflow,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10084,Back to todo list and then back to previous workarea,finished,21.03.2017 08:46:50,21.03.2017 08:48:36,Workflow,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10127,Workflow Wizard - order requested (no predefinition of form),finished,21.03.2017 07:07:04,21.03.2017 07:08:10,Workflow,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10154,Ordering at process start - form selection,finished,21.03.2017 06:24:00,21.03.2017 06:25:24,Order,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10162,Ordering at process start - form selection and order,finished,21.03.2017 06:25:28,21.03.2017 06:26:58,Order,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10163,Ordering at process start - order without form selection,finished,21.03.2017 06:28:45,21.03.2017 06:30:03,Order,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10164,Ordering at process start - order standardized (default profile),finished,21.03.2017 06:44:32,21.03.2017 06:45:50,Order,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10165,Ordering at process start - order profile selection,finished,21.03.2017 06:30:07,21.03.2017 06:31:30,Order,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10166,Order propagation in workflow - main+subprocess,finished,21.03.2017 06:31:34,21.03.2017 06:33:11,Order,445355,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
