TestCaseID,testCase_Name,testCase_State,testCase_startTimestamp,$testCase_stopTimestamp,module_Name,mpa_Patch,mpa_Release,testEnv_Client,testEnv_Server
1,Progress Bar,finished,02.04.2017 00:59:37,02.04.2017 01:02:24,Session Handling,445887,HEAD,MPAQSDEVDESK02,MPAQSSNSEXEC3
10000,Create a new text module type,finished,01.04.2017 15:32:27,01.04.2017 15:33:05,Document,445887,HEAD,MPAQSEXECDESK02,MPAQSSNSEXEC3
10001,Create a new template type,finished,01.04.2017 15:37:35,01.04.2017 15:38:09,Document,445887,HEAD,MPAQSEXECDESK02,MPAQSSNSEXEC3
10003,Generating standard-view for a ward,finished,01.04.2017 16:15:56,01.04.2017 16:21:36,Bed management,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10005,Generating extension-view for a ward, which already has a standard-view,finished,01.04.2017 16:09:06,01.04.2017 16:15:49,Bed management,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10008,Dynamical generation of ward-views in bedmanagement-workarea,finished,01.04.2017 16:49:50,01.04.2017 16:54:41,Bed management,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10027,Edit a reservation,finished,01.04.2017 19:34:38,01.04.2017 19:36:11,Bed reservation,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10030,Edit a reservation and enter data to create a reservation which overlaps with another one,finished,01.04.2017 19:36:15,01.04.2017 19:38:00,Bed reservation,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10031,Edit a reservation and enter data to create a reservation, which overlaps with an existing stay,finished,01.04.2017 19:38:04,01.04.2017 19:39:11,Bed reservation,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10034,Delete a reservation,finished,01.04.2017 19:39:15,01.04.2017 19:40:14,Bed reservation,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10053,Create a new document type group,finished,01.04.2017 15:30:35,01.04.2017 15:31:26,Document,445887,HEAD,MPAQSEXECDESK02,MPAQSSNSEXEC3
10061,Create a new document subject,finished,01.04.2017 15:34:49,01.04.2017 15:35:12,Document,445887,HEAD,MPAQSEXECDESK02,MPAQSSNSEXEC3
10082,Back to todo list - new navigation bar,finished,02.04.2017 03:59:50,02.04.2017 04:01:08,Workflow,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10083,Back to previous workarea,finished,02.04.2017 04:02:01,02.04.2017 04:03:27,Workflow,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10084,Back to todo list and then back to previous workarea,finished,02.04.2017 04:03:30,02.04.2017 04:05:17,Workflow,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10127,Workflow Wizard - order requested (no predefinition of form),finished,02.04.2017 02:23:32,02.04.2017 02:24:41,Workflow,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
10154,Ordering at process start - form selection,finished,02.04.2017 01:38:26,02.04.2017 01:39:47,Order,445887,HEAD,MPAQSDEVDESK03,MPAQSSNSEXEC3
