TestCaseID,testCase_Name,testCase_State,testCase_startTimestamp,$testCase_stopTimestamp,module_Name,mpa_Patch,mpa_Release,testEnv_Client,testEnv_Server
1,Progress Bar,finished,03.04.2017 09:29:32,03.04.2017 09:32:20,Session Handling,445879,4.0,MPAQSDEVDESK02,MPAQSSNSDEV02
10000,Create a new text module type,finished,02.04.2017 23:12:35,02.04.2017 23:13:11,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
10001,Create a new template type,finished,02.04.2017 23:17:15,02.04.2017 23:17:48,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
10003,Generating standard-view for a ward,finished,03.04.2017 00:15:03,03.04.2017 00:22:07,Bed management,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10005,Generating extension-view for a ward, which already has a standard-view,finished,03.04.2017 00:22:19,03.04.2017 00:28:32,Bed management,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10008,Dynamical generation of ward-views in bedmanagement-workarea,finished,03.04.2017 00:59:38,03.04.2017 01:04:46,Bed management,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10027,Edit a reservation,finished,03.04.2017 04:00:50,03.04.2017 04:02:31,Bed reservation,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10030,Edit a reservation and enter data to create a reservation which overlaps with another one,finished,03.04.2017 04:02:37,03.04.2017 04:04:30,Bed reservation,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10031,Edit a reservation and enter data to create a reservation, which overlaps with an existing stay,finished,03.04.2017 04:04:36,03.04.2017 04:05:46,Bed reservation,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10034,Delete a reservation,finished,03.04.2017 04:05:52,03.04.2017 04:06:56,Bed reservation,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10053,Create a new document type group,finished,02.04.2017 23:10:54,02.04.2017 23:11:42,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
10061,Create a new document subject,finished,02.04.2017 23:14:44,02.04.2017 23:15:05,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
10082,Back to todo list - new navigation bar,finished,03.04.2017 13:42:47,03.04.2017 13:44:10,Workflow,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10083,Back to previous workarea,finished,03.04.2017 13:45:12,03.04.2017 13:46:50,Workflow,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10084,Back to todo list and then back to previous workarea,finished,03.04.2017 13:46:56,03.04.2017 13:48:53,Workflow,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10127,Workflow Wizard - order requested (no predefinition of form),finished,03.04.2017 11:56:39,03.04.2017 11:57:56,Workflow,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10154,Ordering at process start - form selection,finished,03.04.2017 11:00:06,03.04.2017 11:01:49,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10162,Ordering at process start - form selection and order,finished,03.04.2017 11:01:56,03.04.2017 11:03:36,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10163,Ordering at process start - order without form selection,finished,03.04.2017 11:05:38,03.04.2017 11:07:03,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10164,Ordering at process start - order standardized (default profile),finished,03.04.2017 11:23:28,03.04.2017 11:24:55,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10165,Ordering at process start - order profile selection,finished,03.04.2017 11:07:10,03.04.2017 11:08:39,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10166,Order propagation in workflow - main+subprocess,finished,03.04.2017 11:08:46,03.04.2017 11:10:31,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10167,Order propagation in workflow - process programs,finished,03.04.2017 11:10:39,03.04.2017 11:13:17,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10168,Order propagation in workflow - new process by CFT,finished,03.04.2017 11:26:46,03.04.2017 11:28:37,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10178,Ordering at process start - form change in wizard,finished,03.04.2017 11:03:43,03.04.2017 11:05:31,Order,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10204,Delete an address catalog,finished,02.04.2017 23:16:12,02.04.2017 23:17:12,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
10211,Transfer patient into previous bed (create new transfer data),finished,03.04.2017 02:49:30,03.04.2017 02:51:40,Bed management,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10236,Priority - emergency,finished,03.04.2017 15:58:05,03.04.2017 16:00:59,Workflow,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10255,Start Workflow - no resource (workarea opening),finished,03.04.2017 12:05:14,03.04.2017 12:07:06,Workflow,445879,4.0,MPAQSEXECDESK02,MPAQSSNSDEV02
10258,Open a folder on the treebrowser (click on symbol),finished,03.04.2017 03:15:07,03.04.2017 03:16:25,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
10259,Open a folder on the treebrowser (double click),finished,03.04.2017 03:13:45,03.04.2017 03:15:04,Document,445879,4.0,MPAQSDEVDESK01,MPAQSSNSDEV02
